Virus_name_ORF_8_replacement_L84S,GISAID_ID,Lineage,GISAID_Clade,Location,Collection_date
hCoV-19/USA/WA-S424/2020,EPI_ISL_434184,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S423/2020,EPI_ISL_434183,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S422/2020,EPI_ISL_434182,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S420/2020,EPI_ISL_434180,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S419/2020,EPI_ISL_434179,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S418/2020,EPI_ISL_434178,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S417/2020,EPI_ISL_434177,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S416/2020,EPI_ISL_434176,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/29
hCoV-19/USA/WA-S415/2020,EPI_ISL_434175,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S414/2020,EPI_ISL_434174,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S412/2020,EPI_ISL_434172,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/30
hCoV-19/USA/WA-S411/2020,EPI_ISL_434171,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S410/2020,EPI_ISL_434170,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/29
hCoV-19/USA/WA-S409/2020,EPI_ISL_434169,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S407/2020,EPI_ISL_434167,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S405/2020,EPI_ISL_434165,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S403/2020,EPI_ISL_434163,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/26
hCoV-19/USA/WA-S402/2020,EPI_ISL_434162,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S401/2020,EPI_ISL_434161,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S400/2020,EPI_ISL_434160,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S399/2020,EPI_ISL_434159,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S397/2020,EPI_ISL_434157,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S396/2020,EPI_ISL_434156,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S394/2020,EPI_ISL_434154,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/30
hCoV-19/USA/WA-S393/2020,EPI_ISL_434153,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S391/2020,EPI_ISL_434151,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/26
hCoV-19/USA/WA-S386/2020,EPI_ISL_434146,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/26
hCoV-19/USA/WA-S385/2020,EPI_ISL_434145,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/28
hCoV-19/USA/WA-S383/2020,EPI_ISL_434143,A.1,S,North_America_/_USA_/_Washington_/_Adams_County,2020/03/27
hCoV-19/USA/WA-S380/2020,EPI_ISL_434140,A.1,S,North_America_/_USA_/_Washington_/_Franklin_County,2020/03/27
hCoV-19/USA/WA-S377/2020,EPI_ISL_434137,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/26
hCoV-19/USA/WA-S376/2020,EPI_ISL_434136,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/27
hCoV-19/USA/WA-S375/2020,EPI_ISL_434135,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/26
hCoV-19/USA/WA-S374/2020,EPI_ISL_434134,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/26
hCoV-19/USA/WA-S372/2020,EPI_ISL_434132,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/26
hCoV-19/USA/WA-S369/2020,EPI_ISL_434129,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/26
hCoV-19/USA/WA-S368/2020,EPI_ISL_434128,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/26
hCoV-19/USA/WA-S367/2020,EPI_ISL_434127,A.1,S,North_America_/_USA_/_Washington,2020/03/08
hCoV-19/USA/WA-S366/2020,EPI_ISL_434126,A.1,S,North_America_/_USA_/_Washington,2020/03/09
hCoV-19/USA/WA-S365/2020,EPI_ISL_434125,A.1,S,North_America_/_USA_/_Washington,2020/03/10
hCoV-19/USA/WA-S360/2020,EPI_ISL_434120,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S359/2020,EPI_ISL_434119,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S358/2020,EPI_ISL_434118,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S357/2020,EPI_ISL_434117,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S356/2020,EPI_ISL_434116,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S355/2020,EPI_ISL_434115,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S354/2020,EPI_ISL_434114,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S353/2020,EPI_ISL_434113,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S352/2020,EPI_ISL_434112,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S351/2020,EPI_ISL_434111,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S349/2020,EPI_ISL_434109,A.1,S,North_America_/_USA_/_Washington_/_Mason_County,2-APR-2020
hCoV-19/USA/WA-S348/2020,EPI_ISL_434108,A.1,S,North_America_/_USA_/_Washington_/_Asotin_County,1-APR-2020
hCoV-19/USA/WA-S346/2020,EPI_ISL_434106,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,4-APR-2020
hCoV-19/USA/WA-S345/2020,EPI_ISL_434105,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,5-APR-2020
hCoV-19/USA/WA-S343/2020,EPI_ISL_434103,A.3,S,North_America_/_USA_/_Washington_/_Yakima_County,2-APR-2020
hCoV-19/USA/WA-S342/2020,EPI_ISL_434102,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2-APR-2020
hCoV-19/USA/WA-S340/2020,EPI_ISL_434100,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,4-APR-2020
hCoV-19/USA/WA-S337/2020,EPI_ISL_434097,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,1-APR-2020
hCoV-19/USA/WA-S336/2020,EPI_ISL_434096,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,3-APR-2020
hCoV-19/USA/WA-S335/2020,EPI_ISL_434095,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2-APR-2020
hCoV-19/USA/WA-S333/2020,EPI_ISL_434093,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,4-APR-2020
hCoV-19/USA/WA-S331/2020,EPI_ISL_434091,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2-APR-2020
hCoV-19/USA/WA-S330/2020,EPI_ISL_434090,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2-APR-2020
hCoV-19/USA/WA-S329/2020,EPI_ISL_434089,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S328/2020,EPI_ISL_434088,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,3-APR-2020
hCoV-19/USA/WA-S327/2020,EPI_ISL_434087,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,5-APR-2020
hCoV-19/USA/WA-S326/2020,EPI_ISL_434086,A.1,S,North_America_/_USA_/_Washington_/_Adams_County,1-APR-2020
hCoV-19/USA/WA-S325/2020,EPI_ISL_434085,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,3-APR-2020
hCoV-19/USA/WA-S324/2020,EPI_ISL_434084,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S322/2020,EPI_ISL_434082,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/31
hCoV-19/USA/WA-S321/2020,EPI_ISL_434081,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/30
hCoV-19/USA/WA-S320/2020,EPI_ISL_434080,A.1,S,North_America_/_USA_/_Washington_/_Franklin_County,1-APR-2020
hCoV-19/USA/WA-S319/2020,EPI_ISL_434079,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,4-APR-2020
hCoV-19/USA/WA-S318/2020,EPI_ISL_434078,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S317/2020,EPI_ISL_434077,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,4-APR-2020
hCoV-19/USA/WA-S316/2020,EPI_ISL_434076,A.1,S,North_America_/_USA_/_Washington_/_Franklin_County,1-APR-2020
hCoV-19/USA/WA-S315/2020,EPI_ISL_434075,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2-APR-2020
hCoV-19/USA/WA-S313/2020,EPI_ISL_434073,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2-APR-2020
hCoV-19/USA/WA-S312/2020,EPI_ISL_434072,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S311/2020,EPI_ISL_434071,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,4-APR-2020
hCoV-19/USA/WA-S310/2020,EPI_ISL_434070,A.1,S,North_America_/_USA_/_Washington_/_Benton_County,1-APR-2020
hCoV-19/USA/WA-S308/2020,EPI_ISL_434068,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2-APR-2020
hCoV-19/USA/WA-S307/2020,EPI_ISL_434067,A.1,S,North_America_/_USA_/_Washington,2020/03/28
hCoV-19/USA/WA-S306/2020,EPI_ISL_434066,A.1,S,North_America_/_USA_/_Washington_/_King_County,2-APR-2020
hCoV-19/USA/WA-S304/2020,EPI_ISL_434064,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,5-APR-2020
hCoV-19/Scotland/CVR1856/2020,EPI_ISL_433660,A.3,S,Europe_/_United_Kingdom_/_Scotland,8-APR-2020
hCoV-19/Scotland/CVR1634/2020,EPI_ISL_433637,A.2,S,Europe_/_United_Kingdom_/_Scotland,5-APR-2020
hCoV-19/Scotland/CVR1613/2020,EPI_ISL_433631,A.2,S,Europe_/_United_Kingdom_/_Scotland,5-APR-2020
hCoV-19/Scotland/CVR1568/2020,EPI_ISL_433620,A.2,S,Europe_/_United_Kingdom_/_Scotland,4-APR-2020
hCoV-19/Scotland/CVR1555/2020,EPI_ISL_433616,A.2,S,Europe_/_United_Kingdom_/_Scotland,3-APR-2020
hCoV-19/Scotland/CVR1521/2020,EPI_ISL_433608,A.2,S,Europe_/_United_Kingdom_/_Scotland,3-APR-2020
hCoV-19/Scotland/CVR1514/2020,EPI_ISL_433606,A.2,S,Europe_/_United_Kingdom_/_Scotland,3-APR-2020
hCoV-19/Scotland/CVR1469/2020,EPI_ISL_433594,A.3,S,Europe_/_United_Kingdom_/_Scotland,2-APR-2020
hCoV-19/Scotland/CVR1452/2020,EPI_ISL_433591,A.2,S,Europe_/_United_Kingdom_/_Scotland,2-APR-2020
hCoV-19/Scotland/CVR1423/2020,EPI_ISL_433579,A.2,S,Europe_/_United_Kingdom_/_Scotland,1-APR-2020
hCoV-19/Scotland/CVR1400/2020,EPI_ISL_433568,A.5,S,Europe_/_United_Kingdom_/_Scotland,1-APR-2020
hCoV-19/Scotland/CVR1370/2020,EPI_ISL_433558,A.2,S,Europe_/_United_Kingdom_/_Scotland,2020/03/31
hCoV-19/Scotland/CVR1361/2020,EPI_ISL_433554,A.3,S,Europe_/_United_Kingdom_/_Scotland,1-APR-2020
hCoV-19/Scotland/CVR1325/2020,EPI_ISL_433541,A.5,S,Europe_/_United_Kingdom_/_Scotland,2020/03/31
hCoV-19/Scotland/CVR1261/2020,EPI_ISL_433525,A.2,S,Europe_/_United_Kingdom_/_Scotland,2020/03/31
hCoV-19/Scotland/CVR1142/2020,EPI_ISL_433518,A.2,S,Europe_/_United_Kingdom_/_Scotland,2020/03/29
hCoV-19/Scotland/CVR1133b/2020,EPI_ISL_433515,A.2,S,Europe_/_United_Kingdom_/_Scotland,2020/03/29
hCoV-19/Scotland/CVR1133/2020,EPI_ISL_433514,A.2,S,Europe_/_United_Kingdom_/_Scotland,2020/03/29
hCoV-19/Scotland/CVR1123/2020,EPI_ISL_433512,A.2,S,Europe_/_United_Kingdom_/_Scotland,2020/03/30
hCoV-19/Scotland/CVR1069/2020,EPI_ISL_433506,A.2,S,Europe_/_United_Kingdom_/_Scotland,2020/03/29
hCoV-19/Scotland/EDB1459/2020,EPI_ISL_433456,A.5,S,Europe_/_United_Kingdom_/_Scotland,11-APR-2020
hCoV-19/Scotland/EDB1428/2020,EPI_ISL_433443,A.5,S,Europe_/_United_Kingdom_/_Scotland,12-APR-2020
hCoV-19/Scotland/EDB1172/2020,EPI_ISL_433422,A.5,S,Europe_/_United_Kingdom_/_Scotland,7-APR-2020
hCoV-19/Scotland/CVR968/2020,EPI_ISL_433367,A.5,S,Europe_/_United_Kingdom_/_Scotland,2020/03/28
hCoV-19/Scotland/CVR458/2020,EPI_ISL_433298,A.5,S,Europe_/_United_Kingdom_/_Scotland,2020/03/23
hCoV-19/Scotland/CVR261/2020,EPI_ISL_433277,A.3,S,Europe_/_United_Kingdom_/_Scotland,2020/03/20
hCoV-19/Scotland/CVR1977/2020,EPI_ISL_433269,A.2,S,Europe_/_United_Kingdom_/_Scotland,8-APR-2020
hCoV-19/Scotland/EDB591/2020,EPI_ISL_433209,A.5,S,Europe_/_United_Kingdom_/_Scotland,1-APR-2020
hCoV-19/Scotland/EDB589/2020,EPI_ISL_433207,A.5,S,Europe_/_United_Kingdom_/_Scotland,1-APR-2020
hCoV-19/Scotland/EDB2065/2020,EPI_ISL_433172,A.5,S,Europe_/_United_Kingdom_/_Scotland,18-APR-2020
hCoV-19/Scotland/EDB2064/2020,EPI_ISL_433171,A.5,S,Europe_/_United_Kingdom_/_Scotland,18-APR-2020
hCoV-19/Scotland/EDB1824/2020,EPI_ISL_433144,A.5,S,Europe_/_United_Kingdom_/_Scotland,16-APR-2020
hCoV-19/Scotland/EDB1660/2020,EPI_ISL_433109,A.5,S,Europe_/_United_Kingdom_/_Scotland,14-APR-2020
hCoV-19/Fujian/3520022Y/2020,EPI_ISL_431785,A,S,Asia_/_China_/_Fujian,2020/01/23
hCoV-19/USA/CT-Yale-102/2020,EPI_ISL_431081,A,S,North_America_/_USA_/_Connecticut,6-APR-2020
hCoV-19/USA/WA-UW-6315/2020,EPI_ISL_430966,A.1,S,North_America_/_USA_/_Washington,2-APR-2020
hCoV-19/USA/WA-UW-6186/2020,EPI_ISL_430954,A.1,S,North_America_/_USA_/_Washington,1-APR-2020
hCoV-19/USA/WA-UW-4226/2020,EPI_ISL_430938,A.1,S,North_America_/_USA_/_Washington,2020/03/31
hCoV-19/USA/WA-UW-6164/2020,EPI_ISL_430934,A.1,S,North_America_/_USA_/_Washington,1-APR-2020
hCoV-19/USA/WA-UW-6162/2020,EPI_ISL_430933,A.1,S,North_America_/_USA_/_Washington,1-APR-2020
hCoV-19/USA/UN-UW-5769/2020,EPI_ISL_430924,A.1,S,North_America_/_USA,7-APR-2020
hCoV-19/USA/WA-UW-5750/2020,EPI_ISL_430918,A.1,S,North_America_/_USA_/_Washington,6-APR-2020
hCoV-19/USA/WA-UW-5371/2020,EPI_ISL_430904,A.1,S,North_America_/_USA_/_Washington,5-APR-2020
hCoV-19/USA/UN-UW-5368/2020,EPI_ISL_430903,A.1,S,North_America_/_USA,5-APR-2020
hCoV-19/USA/WA-UW-5205/2020,EPI_ISL_430900,A.1,S,North_America_/_USA_/_Washington,2-APR-2020
hCoV-19/USA/WA-UW-604/2020,EPI_ISL_430895,A.1,S,North_America_/_USA_/_Washington,2020/03/13
hCoV-19/USA/WA-UW-602/2020,EPI_ISL_430894,A.1,S,North_America_/_USA_/_Washington,2020/03/12
hCoV-19/USA/WA-UW-596/2020,EPI_ISL_430892,A.1,S,North_America_/_USA_/_Washington,2020/03/12
hCoV-19/USA/UN-UW-581/2020,EPI_ISL_430890,A.1,S,North_America_/_USA,2020/03/12
hCoV-19/USA/WA-UW-572/2020,EPI_ISL_430889,A.1,S,North_America_/_USA_/_Washington,2020/03/12
hCoV-19/USA/WA-UW-558/2020,EPI_ISL_430888,A.1,S,North_America_/_USA_/_Washington,2020/03/13
hCoV-19/USA/WA-UW-555/2020,EPI_ISL_430887,A.1,S,North_America_/_USA_/_Washington,2020/03/12
hCoV-19/USA/UN-UW-547/2020,EPI_ISL_430886,A.1,S,North_America_/_USA,2020/03/10
hCoV-19/USA/WA-UW-542/2020,EPI_ISL_430883,A.1,S,North_America_/_USA_/_Washington,2020/03/12
hCoV-19/USA/UN-UW-531/2020,EPI_ISL_430881,A.1,S,North_America_/_USA,2020/03/13
hCoV-19/USA/WA-UW-525/2020,EPI_ISL_430878,A.1,S,North_America_/_USA_/_Washington,2020/03/11
hCoV-19/USA/WA-UW-524/2020,EPI_ISL_430877,A.1,S,North_America_/_USA_/_Washington,2020/03/12
hCoV-19/USA/WA-UW-5182/2020,EPI_ISL_430872,A.1,S,North_America_/_USA_/_Washington,2-APR-2020
hCoV-19/USA/WA-UW-518/2020,EPI_ISL_430870,A.1,S,North_America_/_USA_/_Washington,2020/03/11
hCoV-19/USA/WA-UW-517/2020,EPI_ISL_430867,A.1,S,North_America_/_USA_/_Washington,2020/03/11
hCoV-19/Thailand/NIH-2492/2020,EPI_ISL_430841,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/17
hCoV-19/Beijing/BJ782/2020,EPI_ISL_430741,A,S,Asia_/_China_/_Beijing,10-FEB-2020
hCoV-19/Beijing/BJ589/2020,EPI_ISL_430738,A,S,Asia_/_China_/_Beijing,5-FEB-2020
hCoV-19/Beijing/BJ1112/2020,EPI_ISL_430737,A,S,Asia_/_China_/_Beijing,25-FEB-2020
hCoV-19/Beijing/BJ556/2020,EPI_ISL_430733,A,S,Asia_/_China_/_Beijing,4-FEB-2020
hCoV-19/Beijing/BJ561/2020,EPI_ISL_430731,A,S,Asia_/_China_/_Beijing,4-FEB-2020
hCoV-19/Beijing/BJ390/2020,EPI_ISL_430730,A,S,Asia_/_China_/_Beijing,2020/01/31
hCoV-19/Beijing/BJ709/2020,EPI_ISL_430729,SARS-CoV-2_or_A,O,Asia_/_China_/_Beijing,7-FEB-2020
hCoV-19/Beijing/BJ492/2020,EPI_ISL_430728,A,S,Asia_/_China_/_Beijing,2-FEB-2020
hCoV-19/Beijing/BJ288/2020,EPI_ISL_430725,A,S,Asia_/_China_/_Beijing,2020/01/29
hCoV-19/Beijing/BJ752/2020,EPI_ISL_430724,A,S,Asia_/_China_/_Beijing,8-FEB-2020
hCoV-19/Beijing/BJ287/2020,EPI_ISL_430722,A,S,Asia_/_China_/_Beijing,2020/01/29
hCoV-19/Australia/VIC1295/2020,EPI_ISL_430712,A.3,S,Oceania_/_Australia_/_Victoria,9-APR-2020
hCoV-19/Australia/VIC1292/2020,EPI_ISL_430711,A.1,S,Oceania_/_Australia_/_Victoria,9-APR-2020
hCoV-19/Australia/VIC1338/2020,EPI_ISL_430706,A.5,S,Oceania_/_Australia_/_Victoria,13-APR-2020
hCoV-19/Australia/VIC1305/2020,EPI_ISL_430705,A.3,S,Oceania_/_Australia_/_Victoria,10-APR-2020
hCoV-19/Australia/VIC1304/2020,EPI_ISL_430703,A.2,S,Oceania_/_Australia_/_Victoria,10-APR-2020
hCoV-19/Australia/VIC1335/2020,EPI_ISL_430692,A.2,S,Oceania_/_Australia_/_Victoria,13-APR-2020
hCoV-19/Australia/VIC1325/2020,EPI_ISL_430688,A.2,S,Oceania_/_Australia_/_Victoria,12-APR-2020
hCoV-19/Australia/VIC1057/2020,EPI_ISL_430668,A.1,S,Oceania_/_Australia_/_Victoria,3-APR-2020
hCoV-19/Australia/VIC953/2020,EPI_ISL_430645,A.1.3,S,Oceania_/_Australia_/_Victoria,2020/03/26
hCoV-19/Australia/VIC1104/2020,EPI_ISL_430585,A.2,S,Oceania_/_Australia_/_Victoria,7-APR-2020
hCoV-19/Australia/VIC1103/2020,EPI_ISL_430584,A.2,S,Oceania_/_Australia_/_Victoria,7-APR-2020
hCoV-19/Australia/VIC1087/2020,EPI_ISL_430574,A.1,S,Oceania_/_Australia_/_Victoria,6-APR-2020
hCoV-19/Australia/VIC1079/2020,EPI_ISL_430565,A.3,S,Oceania_/_Australia_/_Victoria,6-APR-2020
hCoV-19/Australia/VIC1061/2020,EPI_ISL_430549,A.2,S,Oceania_/_Australia_/_Victoria,4-APR-2020
hCoV-19/Australia/VIC982/2020,EPI_ISL_430543,A.2,S,Oceania_/_Australia_/_Victoria,2020/03/30
hCoV-19/Australia/VIC978/2020,EPI_ISL_430542,A.2,S,Oceania_/_Australia_/_Victoria,2020/03/29
hCoV-19/Australia/VIC1023/2020,EPI_ISL_430530,A.3,S,Oceania_/_Australia_/_Victoria,2-APR-2020
hCoV-19/Australia/VIC1200/2020,EPI_ISL_430527,A.1,S,Oceania_/_Australia_/_Victoria,2020/03/31
hCoV-19/Australia/VIC1237/2020,EPI_ISL_430525,A.1,S,Oceania_/_Australia_/_Victoria,2-APR-2020
hCoV-19/Australia/VIC1221/2020,EPI_ISL_430518,A.1.3,S,Oceania_/_Australia_/_Victoria,1-APR-2020
hCoV-19/Australia/VIC1220/2020,EPI_ISL_430517,A.1.3,S,Oceania_/_Australia_/_Victoria,1-APR-2020
hCoV-19/Australia/VIC1235/2020,EPI_ISL_430512,A.1.3,S,Oceania_/_Australia_/_Victoria,2-APR-2020
hCoV-19/Australia/NT39/2020,EPI_ISL_430497,A.1,S,Oceania_/_Australia_/_Northern_Territory,2020
hCoV-19/Australia/VIC995/2020,EPI_ISL_430479,A.2,S,Oceania_/_Australia_/_Victoria,2020/03/31
hCoV-19/Australia/VIC993/2020,EPI_ISL_430477,A.2,S,Oceania_/_Australia_/_Victoria,2020/03/31
hCoV-19/USA/WA-S257/2020,EPI_ISL_430295,A.1,S,North_America_/_USA_/_Washington_/_King_County,25-FEB-2020
hCoV-19/USA/WA-S256/2020,EPI_ISL_430294,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/02
hCoV-19/USA/WA-S255/2020,EPI_ISL_430293,A.1,S,North_America_/_USA_/_Washington_/_Clark_County,2020/03/08
hCoV-19/USA/WA-S254/2020,EPI_ISL_430292,A.1,S,North_America_/_USA_/_Washington_/_Snohomish_County,24-FEB-2020
hCoV-19/USA/WA-S253/2020,EPI_ISL_430291,A.1,S,North_America_/_USA_/_Washington_/_Snohomish_County,2020/03/07
hCoV-19/USA/WA-S252/2020,EPI_ISL_430290,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/02
hCoV-19/USA/WA-S251/2020,EPI_ISL_430289,A.1,S,North_America_/_USA_/_Washington_/_Skagit_County,2020/03/11
hCoV-19/USA/WA-S250/2020,EPI_ISL_430288,A.1,S,North_America_/_USA_/_Washington_/_Snohomish_County,2020/03/03
hCoV-19/USA/WA-S249/2020,EPI_ISL_430287,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/01
hCoV-19/USA/WA-S248/2020,EPI_ISL_430286,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/10
hCoV-19/USA/WA-S247/2020,EPI_ISL_430285,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/01
hCoV-19/USA/WA-S246/2020,EPI_ISL_430284,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/10
hCoV-19/USA/WA-S245/2020,EPI_ISL_430283,A.1,S,North_America_/_USA_/_Washington_/_Snohomish_County,2020/03/02
hCoV-19/USA/WA-S244/2020,EPI_ISL_430282,A.1,S,North_America_/_USA_/_Washington_/_Thurston_County,2020/03/11
hCoV-19/USA/WA-S243/2020,EPI_ISL_430281,A.1,S,North_America_/_USA_/_Washington_/_King_County,29-FEB-2020
hCoV-19/USA/WA-S242/2020,EPI_ISL_430280,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/01
hCoV-19/USA/WA-S241/2020,EPI_ISL_430279,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/04
hCoV-19/USA/WA-S240/2020,EPI_ISL_430278,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/06
hCoV-19/USA/WA-S239/2020,EPI_ISL_430277,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/07
hCoV-19/USA/WA-S238/2020,EPI_ISL_430276,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/02
hCoV-19/USA/WA-S237/2020,EPI_ISL_430275,A.1,S,North_America_/_USA_/_Washington,2020/03/06
hCoV-19/USA/WA-S236/2020,EPI_ISL_430274,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/01
hCoV-19/USA/WA-S235/2020,EPI_ISL_430273,A.1,S,North_America_/_USA_/_Washington_/_King_County,29-FEB-2020
hCoV-19/USA/WA-S234/2020,EPI_ISL_430272,A.1,S,North_America_/_USA_/_Washington_/_King_County,28-FEB-2020
hCoV-19/USA/WA-S233/2020,EPI_ISL_430271,A.1,S,North_America_/_USA_/_Washington_/_Snohomish_County,2020/03/03
hCoV-19/USA/WA-S232/2020,EPI_ISL_430270,A.1,S,North_America_/_USA_/_Washington_/_Clark_County,2020/03/08
hCoV-19/USA/WA-S230/2020,EPI_ISL_430268,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/19
hCoV-19/USA/WA-S229/2020,EPI_ISL_430267,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/19
hCoV-19/USA/WA-S227/2020,EPI_ISL_430265,A.1,S,North_America_/_USA_/_Washington,2020/03/20
hCoV-19/USA/WA-S224/2020,EPI_ISL_430262,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/19
hCoV-19/USA/WA-S221/2020,EPI_ISL_430259,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/19
hCoV-19/USA/WA-S219/2020,EPI_ISL_430257,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/20
hCoV-19/USA/WA-S215/2020,EPI_ISL_430253,A.1,S,North_America_/_USA_/_Washington,2020/03/20
